"","VALUE","Freq","CLASSNAMES","R","G","B","RED","GREEN","BLUE","ACRES","REL_PERCENT"
"35",126,100646,"Tree Cover = 26%",154,217,108,0.603922,0.85098,0.423529,22383,0.8
"36",127,107469,"Tree Cover = 27%",150,214,105,0.588235,0.839216,0.411765,23901,0.9
"37",128,113547,"Tree Cover = 28%",146,212,102,0.572549,0.831373,0.4,25252,0.9
"38",129,120157,"Tree Cover = 29%",144,209,100,0.564706,0.819608,0.392157,26722,1
"39",130,126079,"Tree Cover = 30%",143,209,98,0.560784,0.819608,0.384314,28039,1.1
"40",131,131214,"Tree Cover = 31%",138,207,95,0.541176,0.811765,0.372549,29181,1.1
"41",132,137233,"Tree Cover = 32%",136,204,94,0.533333,0.8,0.368627,30520,1.1
"42",133,141848,"Tree Cover = 33%",133,201,91,0.521569,0.788235,0.356863,31546,1.2
"43",134,146874,"Tree Cover = 34%",128,199,88,0.501961,0.780392,0.345098,32664,1.2
"44",135,272410,"Tree Cover = 35%",127,196,86,0.498039,0.768627,0.337255,60583,2.3
"45",136,156725,"Tree Cover = 36%",124,194,83,0.486275,0.760784,0.32549,34855,1.3
"46",137,162074,"Tree Cover = 37%",119,191,80,0.466667,0.74902,0.313725,36044,1.4
"47",138,168722,"Tree Cover = 38%",118,189,79,0.462745,0.741176,0.309804,37523,1.4
"48",139,175688,"Tree Cover = 39%",115,186,76,0.45098,0.729412,0.298039,39072,1.5
"49",140,181554,"Tree Cover = 40%",112,186,74,0.439216,0.729412,0.290196,40377,1.5
"50",141,190006,"Tree Cover = 41%",110,184,73,0.431373,0.721569,0.286275,42256,1.6
"51",142,199539,"Tree Cover = 42%",107,181,71,0.419608,0.709804,0.278431,44376,1.7
"52",143,208969,"Tree Cover = 43%",103,179,68,0.403922,0.701961,0.266667,46474,1.7
"53",144,218701,"Tree Cover = 44%",101,176,67,0.396078,0.690196,0.262745,48638,1.8
"54",145,399221,"Tree Cover = 45%",99,173,64,0.388235,0.678431,0.25098,88785,3.3
"55",146,239210,"Tree Cover = 46%",94,171,62,0.368627,0.670588,0.243137,53199,2
"56",147,250386,"Tree Cover = 47%",93,168,61,0.364706,0.658824,0.239216,55685,2.1
"57",148,259421,"Tree Cover = 48%",90,166,58,0.352941,0.65098,0.227451,57694,2.2
"58",149,268569,"Tree Cover = 49%",86,163,55,0.337255,0.639216,0.215686,59728,2.2
"59",150,275890,"Tree Cover = 50%",86,163,55,0.337255,0.639216,0.215686,61356,2.3
"60",151,280001,"Tree Cover = 51%",84,161,53,0.329412,0.631373,0.207843,62271,2.3
"61",152,280921,"Tree Cover = 52%",79,158,51,0.309804,0.619608,0.2,62475,2.3
"62",153,275956,"Tree Cover = 53%",78,156,50,0.305882,0.611765,0.196078,61371,2.3
"63",154,267512,"Tree Cover = 54%",76,153,47,0.298039,0.6,0.184314,59493,2.2
"64",155,383404,"Tree Cover = 55%",71,150,45,0.278431,0.588235,0.176471,85267,3.2
"65",156,242421,"Tree Cover = 56%",69,148,43,0.270588,0.580392,0.168627,53913,2
"66",157,217908,"Tree Cover = 57%",68,145,42,0.266667,0.568627,0.164706,48462,1.8
"67",158,198476,"Tree Cover = 58%",64,143,40,0.25098,0.560784,0.156863,44140,1.7
"68",159,230785,"Tree Cover = 59%",62,140,38,0.243137,0.54902,0.14902,51325,1.9
"69",160,148799,"Tree Cover = 60%",62,140,38,0.243137,0.54902,0.14902,33092,1.2
"70",161,132682,"Tree Cover = 61%",58,138,36,0.227451,0.541176,0.141176,29508,1.1
"71",162,211020,"Tree Cover = 62%",56,135,34,0.219608,0.529412,0.133333,46930,1.8
"72",163,82007,"Tree Cover = 63%",55,133,33,0.215686,0.521569,0.129412,18238,0.7
"73",164,72780,"Tree Cover = 64%",51,130,31,0.2,0.509804,0.121569,16186,0.6
"74",165,86836,"Tree Cover = 65%",49,128,29,0.192157,0.501961,0.113725,19312,0.7
"75",166,85993,"Tree Cover = 66%",48,125,29,0.188235,0.490196,0.113725,19124,0.7
"76",167,39459,"Tree Cover = 67%",44,122,27,0.172549,0.478431,0.105882,8775,0.3
"77",168,35885,"Tree Cover = 68%",43,120,25,0.168627,0.470588,0.098039,7981,0.3
"78",169,29497,"Tree Cover = 69%",42,117,25,0.164706,0.458824,0.098039,6560,0.2
"79",170,69391,"Tree Cover = 70%",39,117,23,0.152941,0.458824,0.090196,15432,0.6
"80",171,14561,"Tree Cover = 71%",37,115,22,0.145098,0.45098,0.086275,3238,0.1
"81",172,12291,"Tree Cover = 72%",36,112,21,0.141176,0.439216,0.082353,2733,0.1
"82",173,10543,"Tree Cover = 73%",33,110,20,0.129412,0.431373,0.078431,2345,0.1
"83",174,8939,"Tree Cover = 74%",32,107,18,0.12549,0.419608,0.070588,1988,0.1
"84",175,32481,"Tree Cover = 75%",31,105,18,0.121569,0.411765,0.070588,7224,0.3
"85",176,2630,"Tree Cover = 76%",28,102,16,0.109804,0.4,0.062745,585,0
"86",177,2244,"Tree Cover = 77%",26,99,15,0.101961,0.388235,0.058824,499,0
"87",178,2005,"Tree Cover = 78%",26,97,15,0.101961,0.380392,0.058824,446,0
"88",179,1623,"Tree Cover = 79%",23,94,13,0.090196,0.368627,0.05098,361,0
"89",180,1289,"Tree Cover = 80%",22,94,12,0.086275,0.368627,0.047059,287,0
"90",181,1010,"Tree Cover = 81%",21,92,12,0.082353,0.360784,0.047059,225,0
"91",182,892,"Tree Cover = 82%",19,89,11,0.07451,0.34902,0.043137,198,0
"92",183,698,"Tree Cover = 83%",17,87,10,0.066667,0.341176,0.039216,155,0
"93",184,528,"Tree Cover = 84%",17,84,9,0.066667,0.329412,0.035294,117,0
"94",185,834,"Tree Cover = 85%",14,82,8,0.054902,0.321569,0.031373,185,0
"95",186,383,"Tree Cover = 86%",13,79,7,0.05098,0.309804,0.027451,85,0
"96",187,285,"Tree Cover = 87%",13,77,7,0.05098,0.301961,0.027451,63,0
"97",188,1137,"Tree Cover = 88%",10,74,6,0.039216,0.290196,0.023529,253,0
"98",210,1542,"Shrub Cover = 10%",212,178,125,0.831373,0.698039,0.490196,343,0
"99",211,1072,"Shrub Cover = 11%",212,176,123,0.831373,0.690196,0.482353,238,0
"100",212,1578,"Shrub Cover = 12%",212,175,123,0.831373,0.686275,0.482353,351,0
"101",213,2162,"Shrub Cover = 13%",212,174,121,0.831373,0.682353,0.47451,481,0
"102",214,3188,"Shrub Cover = 14%",209,170,119,0.819608,0.666667,0.466667,709,0
"103",215,1368,"Shrub Cover = 15%",209,168,117,0.819608,0.658824,0.458824,304,0
"104",216,5801,"Shrub Cover = 16%",209,166,117,0.819608,0.65098,0.458824,1290,0
"105",217,8175,"Shrub Cover = 17%",209,165,115,0.819608,0.647059,0.45098,1818,0.1
"106",218,11393,"Shrub Cover = 18%",209,164,115,0.819608,0.643137,0.45098,2534,0.1
"107",219,14711,"Shrub Cover = 19%",209,161,113,0.819608,0.631373,0.443137,3272,0.1
"108",220,17287,"Shrub Cover = 20%",207,159,112,0.811765,0.623529,0.439216,3845,0.1
"109",221,7960,"Shrub Cover = 21%",207,156,109,0.811765,0.611765,0.427451,1770,0.1
"110",222,20826,"Shrub Cover = 22%",207,155,109,0.811765,0.607843,0.427451,4632,0.2
"111",223,24536,"Shrub Cover = 23%",207,154,107,0.811765,0.603922,0.419608,5457,0.2
"112",224,31181,"Shrub Cover = 24%",207,152,107,0.811765,0.596078,0.419608,6934,0.3
"113",225,36111,"Shrub Cover = 25%",207,151,105,0.811765,0.592157,0.411765,8031,0.3
"114",226,44927,"Shrub Cover = 26%",204,147,104,0.8,0.576471,0.407843,9992,0.4
"115",227,3571,"Shrub Cover = 27%",204,146,102,0.8,0.572549,0.4,794,0
"116",228,56892,"Shrub Cover = 28%",204,145,102,0.8,0.568627,0.4,12652,0.5
"117",229,70136,"Shrub Cover = 29%",204,142,100,0.8,0.556863,0.392157,15598,0.6
"118",230,83315,"Shrub Cover = 30%",204,142,100,0.8,0.556863,0.392157,18529,0.7
"119",231,94362,"Shrub Cover = 31%",201,137,97,0.788235,0.537255,0.380392,20986,0.8
"120",232,102566,"Shrub Cover = 32%",201,137,97,0.788235,0.537255,0.380392,22810,0.9
"121",233,3870,"Shrub Cover = 33%",201,134,95,0.788235,0.52549,0.372549,861,0
"122",234,101802,"Shrub Cover = 34%",201,134,95,0.788235,0.52549,0.372549,22640,0.9
"123",235,103222,"Shrub Cover = 35%",201,132,95,0.788235,0.517647,0.372549,22956,0.9
"124",236,92508,"Shrub Cover = 36%",199,129,91,0.780392,0.505882,0.356863,20573,0.8
"125",237,77826,"Shrub Cover = 37%",199,127,91,0.780392,0.498039,0.356863,17308,0.7
"126",238,62195,"Shrub Cover = 38%",199,126,90,0.780392,0.494118,0.352941,13832,0.5
"127",239,1488,"Shrub Cover = 39%",199,126,90,0.780392,0.494118,0.352941,331,0
"128",240,47130,"Shrub Cover = 40%",199,123,88,0.780392,0.482353,0.345098,10481,0.4
"129",241,34155,"Shrub Cover = 41%",196,121,86,0.768627,0.47451,0.337255,7596,0.3
"130",242,23861,"Shrub Cover = 42%",196,118,84,0.768627,0.462745,0.329412,5307,0.2
"131",243,17128,"Shrub Cover = 43%",196,118,84,0.768627,0.462745,0.329412,3809,0.1
"132",244,10612,"Shrub Cover = 44%",196,115,82,0.768627,0.45098,0.321569,2360,0.1
"133",245,117,"Shrub Cover = 45%",196,115,82,0.768627,0.45098,0.321569,26,0
"134",246,17594,"Shrub Cover = 46%",194,110,79,0.760784,0.431373,0.309804,3913,0.1
"135",247,1202,"Shrub Cover = 47%",194,110,79,0.760784,0.431373,0.309804,267,0
"136",248,1284,"Shrub Cover = 48%",194,110,79,0.760784,0.431373,0.309804,286,0
"137",249,1291,"Shrub Cover = 49%",194,107,78,0.760784,0.419608,0.305882,287,0
"138",252,2,"Shrub Cover = 52%",191,102,75,0.74902,0.4,0.294118,0,0
"139",255,1095,"Shrub Cover = 55%",189,96,70,0.741176,0.376471,0.27451,244,0
"140",310,32086,"Herb Cover = 10%",255,204,102,1,0.8,0.4,7136,0.3
"141",311,17593,"Herb Cover = 11%",255,204,102,1,0.8,0.4,3913,0.1
"142",312,16723,"Herb Cover = 12%",255,201,102,1,0.788235,0.4,3719,0.1
"143",313,15999,"Herb Cover = 13%",255,201,102,1,0.788235,0.4,3558,0.1
"144",314,24343,"Herb Cover = 14%",255,201,99,1,0.788235,0.388235,5414,0.2
"145",315,15350,"Herb Cover = 15%",255,198,99,1,0.776471,0.388235,3414,0.1
"146",316,23462,"Herb Cover = 16%",255,197,97,1,0.772549,0.380392,5218,0.2
"147",317,14139,"Herb Cover = 17%",255,197,97,1,0.772549,0.380392,3144,0.1
"148",318,12950,"Herb Cover = 18%",255,193,94,1,0.756863,0.368627,2880,0.1
"149",319,12407,"Herb Cover = 19%",255,193,94,1,0.756863,0.368627,2759,0.1
"150",320,14045,"Herb Cover = 20%",255,192,92,1,0.752941,0.360784,3124,0.1
"151",321,9930,"Herb Cover = 21%",255,190,92,1,0.745098,0.360784,2208,0.1
"152",322,12424,"Herb Cover = 22%",255,190,92,1,0.745098,0.360784,2763,0.1
"153",323,9420,"Herb Cover = 23%",255,189,89,1,0.741176,0.34902,2095,0.1
"154",324,9836,"Herb Cover = 24%",255,186,89,1,0.729412,0.34902,2187,0.1
"155",325,9832,"Herb Cover = 25%",255,185,87,1,0.72549,0.341176,2187,0.1
"156",326,11074,"Herb Cover = 26%",255,185,87,1,0.72549,0.341176,2463,0.1
"157",327,9823,"Herb Cover = 27%",255,181,84,1,0.709804,0.329412,2185,0.1
"158",328,10633,"Herb Cover = 28%",255,181,84,1,0.709804,0.329412,2365,0.1
"159",329,9707,"Herb Cover = 29%",255,180,82,1,0.705882,0.321569,2159,0.1
"160",330,9619,"Herb Cover = 30%",255,177,82,1,0.694118,0.321569,2139,0.1
"161",331,9815,"Herb Cover = 31%",255,176,79,1,0.690196,0.309804,2183,0.1
"162",332,10948,"Herb Cover = 32%",255,176,79,1,0.690196,0.309804,2435,0.1
"163",333,9760,"Herb Cover = 33%",255,173,79,1,0.678431,0.309804,2171,0.1
"164",334,10337,"Herb Cover = 34%",255,172,77,1,0.67451,0.301961,2299,0.1
"165",335,14217,"Herb Cover = 35%",255,172,77,1,0.67451,0.301961,3162,0.1
"166",336,10309,"Herb Cover = 36%",255,171,74,1,0.670588,0.290196,2293,0.1
"167",337,10662,"Herb Cover = 37%",255,167,74,1,0.654902,0.290196,2371,0.1
"168",338,10992,"Herb Cover = 38%",255,166,71,1,0.65098,0.278431,2445,0.1
"169",339,10786,"Herb Cover = 39%",255,166,71,1,0.65098,0.278431,2399,0.1
"170",340,11401,"Herb Cover = 40%",255,162,69,1,0.635294,0.270588,2536,0.1
"171",341,10962,"Herb Cover = 41%",255,162,69,1,0.635294,0.270588,2438,0.1
"172",342,11019,"Herb Cover = 42%",255,161,66,1,0.631373,0.258824,2451,0.1
"173",343,11061,"Herb Cover = 43%",255,158,66,1,0.619608,0.258824,2460,0.1
"174",344,10974,"Herb Cover = 44%",255,158,66,1,0.619608,0.258824,2441,0.1
"175",345,17659,"Herb Cover = 45%",255,156,64,1,0.611765,0.25098,3927,0.1
"176",346,10854,"Herb Cover = 46%",255,153,64,1,0.6,0.25098,2414,0.1
"177",347,10600,"Herb Cover = 47%",255,152,61,1,0.596078,0.239216,2357,0.1
"178",348,10372,"Herb Cover = 48%",255,152,61,1,0.596078,0.239216,2307,0.1
"179",349,9995,"Herb Cover = 49%",255,147,59,1,0.576471,0.231373,2223,0.1
"180",350,9941,"Herb Cover = 50%",255,147,59,1,0.576471,0.231373,2211,0.1
"181",351,9048,"Herb Cover = 51%",255,146,56,1,0.572549,0.219608,2012,0.1
"182",352,8666,"Herb Cover = 52%",255,142,56,1,0.556863,0.219608,1927,0.1
"183",353,8120,"Herb Cover = 53%",255,141,54,1,0.552941,0.211765,1806,0.1
"184",354,7450,"Herb Cover = 54%",255,141,54,1,0.552941,0.211765,1657,0.1
"185",355,247844,"Herb Cover = 55%",255,137,54,1,0.537255,0.211765,55119,2.1
"186",356,6065,"Herb Cover = 56%",255,136,51,1,0.533333,0.2,1349,0.1
"187",357,5344,"Herb Cover = 57%",255,136,51,1,0.533333,0.2,1188,0
"188",358,4743,"Herb Cover = 58%",255,135,48,1,0.529412,0.188235,1055,0
"189",359,4399,"Herb Cover = 59%",255,131,48,1,0.513725,0.188235,978,0
"190",360,3627,"Herb Cover = 60%",255,130,46,1,0.509804,0.180392,807,0
"191",361,3208,"Herb Cover = 61%",255,130,46,1,0.509804,0.180392,713,0
"192",362,2695,"Herb Cover = 62%",255,124,43,1,0.486275,0.168627,599,0
"193",363,2259,"Herb Cover = 63%",255,124,43,1,0.486275,0.168627,502,0
"194",364,2026,"Herb Cover = 64%",255,123,41,1,0.482353,0.160784,451,0
"195",365,1776,"Herb Cover = 65%",255,119,41,1,0.466667,0.160784,395,0
"196",366,1511,"Herb Cover = 66%",255,119,41,1,0.466667,0.160784,336,0
"197",367,1374,"Herb Cover = 67%",255,118,38,1,0.462745,0.14902,306,0
"198",368,1132,"Herb Cover = 68%",255,114,38,1,0.447059,0.14902,252,0
"199",369,981,"Herb Cover = 69%",255,112,36,1,0.439216,0.141176,218,0
"200",370,1238,"Herb Cover = 70%",255,112,36,1,0.439216,0.141176,275,0
"201",371,900,"Herb Cover = 71%",255,107,33,1,0.419608,0.129412,200,0
"202",372,510,"Herb Cover = 72%",255,107,33,1,0.419608,0.129412,113,0
"203",373,438,"Herb Cover = 73%",255,105,31,1,0.411765,0.121569,97,0
"204",374,418,"Herb Cover = 74%",255,102,31,1,0.4,0.121569,93,0
"205",375,255,"Herb Cover = 75%",255,100,28,1,0.392157,0.109804,57,0
"206",376,229,"Herb Cover = 76%",255,100,28,1,0.392157,0.109804,51,0
"207",377,183,"Herb Cover = 77%",255,100,28,1,0.392157,0.109804,41,0
"208",378,295,"Herb Cover = 78%",255,94,25,1,0.368627,0.098039,66,0
"209",379,49,"Herb Cover = 79%",255,94,25,1,0.368627,0.098039,11,0
"210",380,41,"Herb Cover = 80%",255,93,23,1,0.364706,0.090196,9,0
"211",381,27,"Herb Cover = 81%",255,89,23,1,0.34902,0.090196,6,0
"212",382,121,"Herb Cover = 82%",255,87,20,1,0.341176,0.078431,27,0
"213",385,770,"Herb Cover = 85%",255,81,18,1,0.317647,0.070588,171,0
