model_label,Model_Code,refLabel,refPercent,BpS_Name,Var1,Var2,Freq,BPS_CODE,ZONE,total_count,currentPercent
10700_10_19_28_C,10700_10_19_28,C,NA,Rocky Mountain Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA
10700_10_19_28_D,10700_10_19_28,D,NA,Rocky Mountain Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA
10700_10_19_28_E,10700_10_19_28,E,NA,Rocky Mountain Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA
10700_10_19_28_Agriculture,10700_10_19_28,Agriculture,0,Rocky Mountain Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA
10700_10_19_28_Developed,10700_10_19_28,Developed,0,Rocky Mountain Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA
10700_10_19_28_Water,10700_10_19_28,Water,0,Rocky Mountain Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA
10700_10_19_28_UN,10700_10_19_28,UN,0,Rocky Mountain Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA
10700_10_19_28_UE,10700_10_19_28,UE,0,Rocky Mountain Alpine Dwarf-Shrubland,NA,NA,NA,NA,NA,NA,NA
10790_6_9_10_12_16_17_18_A,10790_6_9_10_12_16_17_18,A,13,Great Basin Xeric Mixed Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10790_6_9_10_12_16_17_18_B,10790_6_9_10_12_16_17_18,B,63,Great Basin Xeric Mixed Sagebrush Shrubland,429,2,1,10790,10,21,4
10790_6_9_10_12_16_17_18_C,10790_6_9_10_12_16_17_18,C,16,Great Basin Xeric Mixed Sagebrush Shrubland,429,3,7,10790,10,21,33
10790_6_9_10_12_16_17_18_D,10790_6_9_10_12_16_17_18,D,8,Great Basin Xeric Mixed Sagebrush Shrubland,429,4,4,10790,10,21,19
10790_6_9_10_12_16_17_18_E,10790_6_9_10_12_16_17_18,E,NA,Great Basin Xeric Mixed Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10790_6_9_10_12_16_17_18_Agriculture,10790_6_9_10_12_16_17_18,Agriculture,0,Great Basin Xeric Mixed Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10790_6_9_10_12_16_17_18_Developed,10790_6_9_10_12_16_17_18,Developed,0,Great Basin Xeric Mixed Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10790_6_9_10_12_16_17_18_Water,10790_6_9_10_12_16_17_18,Water,0,Great Basin Xeric Mixed Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10790_6_9_10_12_16_17_18_UN,10790_6_9_10_12_16_17_18,UN,0,Great Basin Xeric Mixed Sagebrush Shrubland,429,6,9,10790,10,21,42
10790_6_9_10_12_16_17_18_UE,10790_6_9_10_12_16_17_18,UE,0,Great Basin Xeric Mixed Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10800_10_19_A,10800_10_19,A,24,Inter-Mountain Basins Big Sagebrush Shrubland,468,1,3,10800,19,11,27
10800_10_19_B,10800_10_19,B,32,Inter-Mountain Basins Big Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10800_10_19_C,10800_10_19,C,44,Inter-Mountain Basins Big Sagebrush Shrubland,468,3,4,10800,19,11,36
10800_10_19_D,10800_10_19,D,NA,Inter-Mountain Basins Big Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10800_10_19_E,10800_10_19,E,NA,Inter-Mountain Basins Big Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10800_10_19_Agriculture,10800_10_19,Agriculture,0,Inter-Mountain Basins Big Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10800_10_19_Developed,10800_10_19,Developed,0,Inter-Mountain Basins Big Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10800_10_19_Water,10800_10_19,Water,0,Inter-Mountain Basins Big Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10800_10_19_UN,10800_10_19,UN,0,Inter-Mountain Basins Big Sagebrush Shrubland,NA,NA,NA,NA,NA,NA,NA
10800_10_19_UE,10800_10_19,UE,0,Inter-Mountain Basins Big Sagebrush Shrubland,468,7,2,10800,19,11,18
11060_10_19_A,11060_10_19,A,9,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,431,1,31,11060,10,284,10
11060_10_19_A,11060_10_19,A,9,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,470,1,2670,11060,19,11151,23
11060_10_19_B,11060_10_19,B,46,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,431,2,34,11060,10,284,11
11060_10_19_B,11060_10_19,B,46,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,470,2,3291,11060,19,11151,29
11060_10_19_C,11060_10_19,C,45,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,431,3,193,11060,10,284,67
11060_10_19_C,11060_10_19,C,45,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,470,3,3970,11060,19,11151,35
11060_10_19_D,11060_10_19,D,NA,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,NA,NA,NA,NA,NA,NA,NA
11060_10_19_E,11060_10_19,E,NA,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,NA,NA,NA,NA,NA,NA,NA
11060_10_19_Agriculture,11060_10_19,Agriculture,0,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,470,180,295,11060,19,11151,2
11060_10_19_Developed,11060_10_19,Developed,0,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,431,120,9,11060,10,284,3
11060_10_19_Developed,11060_10_19,Developed,0,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,470,120,196,11060,19,11151,1
11060_10_19_Water,11060_10_19,Water,0,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,NA,NA,NA,NA,NA,NA,NA
11060_10_19_UN,11060_10_19,UN,0,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,431,6,14,11060,10,284,4
11060_10_19_UN,11060_10_19,UN,0,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,470,6,187,11060,19,11151,1
11060_10_19_UE,11060_10_19,UE,0,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,431,7,3,11060,10,284,1
11060_10_19_UE,11060_10_19,UE,0,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,470,7,116,11060,19,11151,1
11150_10_19_A,11150_10_19,A,3,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11150_10_19_B,11150_10_19,B,2,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11150_10_19_C,11150_10_19,C,6,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11150_10_19_D,11150_10_19,D,23,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11150_10_19_E,11150_10_19,E,66,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11150_10_19_Agriculture,11150_10_19,Agriculture,0,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11150_10_19_Developed,11150_10_19,Developed,0,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11150_10_19_Water,11150_10_19,Water,0,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11150_10_19_UN,11150_10_19,UN,0,Inter-Mountain Basins Juniper Savanna,471,6,19,11150,19,19,100
11150_10_19_UE,11150_10_19,UE,0,Inter-Mountain Basins Juniper Savanna,NA,NA,NA,NA,NA,NA,NA
11230_10_18_A,11230_10_18,A,67,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11230_10_18_B,11230_10_18,B,33,Columbia Plateau Steppe and Grassland,433,2,4,11230,10,4,100
11230_10_18_C,11230_10_18,C,NA,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11230_10_18_D,11230_10_18,D,NA,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11230_10_18_E,11230_10_18,E,NA,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11230_10_18_Agriculture,11230_10_18,Agriculture,0,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11230_10_18_Developed,11230_10_18,Developed,0,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11230_10_18_Water,11230_10_18,Water,0,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11230_10_18_UN,11230_10_18,UN,0,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11230_10_18_UE,11230_10_18,UE,0,Columbia Plateau Steppe and Grassland,NA,NA,NA,NA,NA,NA,NA
11240_10_12_17_18_19_21_A,11240_10_12_17_18_19_21,A,11,Columbia Plateau Low Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11240_10_12_17_18_19_21_B,11240_10_12_17_18_19_21,B,52,Columbia Plateau Low Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11240_10_12_17_18_19_21_C,11240_10_12_17_18_19_21,C,37,Columbia Plateau Low Sagebrush Steppe,434,3,1,11240,10,11,9
11240_10_12_17_18_19_21_D,11240_10_12_17_18_19_21,D,NA,Columbia Plateau Low Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11240_10_12_17_18_19_21_E,11240_10_12_17_18_19_21,E,NA,Columbia Plateau Low Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11240_10_12_17_18_19_21_Agriculture,11240_10_12_17_18_19_21,Agriculture,0,Columbia Plateau Low Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11240_10_12_17_18_19_21_Developed,11240_10_12_17_18_19_21,Developed,0,Columbia Plateau Low Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11240_10_12_17_18_19_21_Water,11240_10_12_17_18_19_21,Water,0,Columbia Plateau Low Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11240_10_12_17_18_19_21_UN,11240_10_12_17_18_19_21,UN,0,Columbia Plateau Low Sagebrush Steppe,434,6,8,11240,10,11,72
11240_10_12_17_18_19_21_UE,11240_10_12_17_18_19_21,UE,0,Columbia Plateau Low Sagebrush Steppe,434,7,2,11240,10,11,18
11250_1_7_8_9_10_19_A,11250_1_7_8_9_10_19,A,18,Inter-Mountain Basins Big Sagebrush Steppe,435,1,1,11250,10,30,3
11250_1_7_8_9_10_19_A,11250_1_7_8_9_10_19,A,18,Inter-Mountain Basins Big Sagebrush Steppe,473,1,24,11250,19,302,7
11250_1_7_8_9_10_19_B,11250_1_7_8_9_10_19,B,26,Inter-Mountain Basins Big Sagebrush Steppe,473,2,1,11250,19,302,0
11250_1_7_8_9_10_19_C,11250_1_7_8_9_10_19,C,22,Inter-Mountain Basins Big Sagebrush Steppe,435,3,4,11250,10,30,13
11250_1_7_8_9_10_19_C,11250_1_7_8_9_10_19,C,22,Inter-Mountain Basins Big Sagebrush Steppe,473,3,37,11250,19,302,12
11250_1_7_8_9_10_19_D,11250_1_7_8_9_10_19,D,34,Inter-Mountain Basins Big Sagebrush Steppe,435,4,4,11250,10,30,13
11250_1_7_8_9_10_19_D,11250_1_7_8_9_10_19,D,34,Inter-Mountain Basins Big Sagebrush Steppe,473,4,71,11250,19,302,23
11250_1_7_8_9_10_19_E,11250_1_7_8_9_10_19,E,NA,Inter-Mountain Basins Big Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11250_1_7_8_9_10_19_Agriculture,11250_1_7_8_9_10_19,Agriculture,0,Inter-Mountain Basins Big Sagebrush Steppe,473,180,35,11250,19,302,11
11250_1_7_8_9_10_19_Developed,11250_1_7_8_9_10_19,Developed,0,Inter-Mountain Basins Big Sagebrush Steppe,473,120,8,11250,19,302,2
11250_1_7_8_9_10_19_Water,11250_1_7_8_9_10_19,Water,0,Inter-Mountain Basins Big Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11250_1_7_8_9_10_19_UN,11250_1_7_8_9_10_19,UN,0,Inter-Mountain Basins Big Sagebrush Steppe,435,6,21,11250,10,30,70
11250_1_7_8_9_10_19_UN,11250_1_7_8_9_10_19,UN,0,Inter-Mountain Basins Big Sagebrush Steppe,473,6,50,11250,19,302,16
11250_1_7_8_9_10_19_UE,11250_1_7_8_9_10_19,UE,0,Inter-Mountain Basins Big Sagebrush Steppe,473,7,10,11250,19,302,3
11260_1_7_8_9_10_19_A,11260_1_7_8_9_10_19,A,10,Inter-Mountain Basins Montane Sagebrush Steppe,436,1,21,11260,10,531,3
11260_1_7_8_9_10_19_A,11260_1_7_8_9_10_19,A,10,Inter-Mountain Basins Montane Sagebrush Steppe,474,1,259,11260,19,3248,7
11260_1_7_8_9_10_19_B,11260_1_7_8_9_10_19,B,23,Inter-Mountain Basins Montane Sagebrush Steppe,474,2,18,11260,19,3248,0
11260_1_7_8_9_10_19_C,11260_1_7_8_9_10_19,C,20,Inter-Mountain Basins Montane Sagebrush Steppe,436,3,8,11260,10,531,1
11260_1_7_8_9_10_19_C,11260_1_7_8_9_10_19,C,20,Inter-Mountain Basins Montane Sagebrush Steppe,474,3,138,11260,19,3248,4
11260_1_7_8_9_10_19_D,11260_1_7_8_9_10_19,D,47,Inter-Mountain Basins Montane Sagebrush Steppe,436,4,72,11260,10,531,13
11260_1_7_8_9_10_19_D,11260_1_7_8_9_10_19,D,47,Inter-Mountain Basins Montane Sagebrush Steppe,474,4,389,11260,19,3248,11
11260_1_7_8_9_10_19_E,11260_1_7_8_9_10_19,E,NA,Inter-Mountain Basins Montane Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11260_1_7_8_9_10_19_Agriculture,11260_1_7_8_9_10_19,Agriculture,0,Inter-Mountain Basins Montane Sagebrush Steppe,474,180,189,11260,19,3248,5
11260_1_7_8_9_10_19_Developed,11260_1_7_8_9_10_19,Developed,0,Inter-Mountain Basins Montane Sagebrush Steppe,436,120,15,11260,10,531,2
11260_1_7_8_9_10_19_Developed,11260_1_7_8_9_10_19,Developed,0,Inter-Mountain Basins Montane Sagebrush Steppe,474,120,373,11260,19,3248,11
11260_1_7_8_9_10_19_Water,11260_1_7_8_9_10_19,Water,0,Inter-Mountain Basins Montane Sagebrush Steppe,NA,NA,NA,NA,NA,NA,NA
11260_1_7_8_9_10_19_UN,11260_1_7_8_9_10_19,UN,0,Inter-Mountain Basins Montane Sagebrush Steppe,436,6,396,11260,10,531,74
11260_1_7_8_9_10_19_UN,11260_1_7_8_9_10_19,UN,0,Inter-Mountain Basins Montane Sagebrush Steppe,474,6,1839,11260,19,3248,56
11260_1_7_8_9_10_19_UE,11260_1_7_8_9_10_19,UE,0,Inter-Mountain Basins Montane Sagebrush Steppe,436,7,6,11260,10,531,1
11260_1_7_8_9_10_19_UE,11260_1_7_8_9_10_19,UE,0,Inter-Mountain Basins Montane Sagebrush Steppe,474,7,43,11260,19,3248,1
11390_10_19_A,11390_10_19,A,6,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,475,1,36,11390,19,10448,0
11390_10_19_B,11390_10_19,B,27,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,440,2,3,11390,10,2531,0
11390_10_19_B,11390_10_19,B,27,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,475,2,65,11390,19,10448,0
11390_10_19_C,11390_10_19,C,67,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,440,3,649,11390,10,2531,25
11390_10_19_C,11390_10_19,C,67,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,475,3,3724,11390,19,10448,35
11390_10_19_D,11390_10_19,D,NA,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,NA,NA,NA,NA,NA,NA,NA
11390_10_19_E,11390_10_19,E,NA,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,NA,NA,NA,NA,NA,NA,NA
11390_10_19_Agriculture,11390_10_19,Agriculture,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,440,180,7,11390,10,2531,0
11390_10_19_Agriculture,11390_10_19,Agriculture,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,475,180,896,11390,19,10448,8
11390_10_19_Developed,11390_10_19,Developed,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,440,120,106,11390,10,2531,4
11390_10_19_Developed,11390_10_19,Developed,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,475,120,1578,11390,19,10448,15
11390_10_19_Water,11390_10_19,Water,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,NA,NA,NA,NA,NA,NA,NA
11390_10_19_UN,11390_10_19,UN,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,440,6,1716,11390,10,2531,67
11390_10_19_UN,11390_10_19,UN,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,475,6,3785,11390,19,10448,36
11390_10_19_UE,11390_10_19,UE,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,440,7,7,11390,10,2531,0
11390_10_19_UE,11390_10_19,UE,0,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,475,7,140,11390,19,10448,1
11400_10_19_A,11400_10_19,A,3,Northern Rocky Mountain Subalpine-Upper Montane Grassland,476,1,15,11400,19,258,5
11400_10_19_B,11400_10_19,B,97,Northern Rocky Mountain Subalpine-Upper Montane Grassland,441,2,4,11400,10,376,1
11400_10_19_B,11400_10_19,B,97,Northern Rocky Mountain Subalpine-Upper Montane Grassland,476,2,26,11400,19,258,10
11400_10_19_C,11400_10_19,C,NA,Northern Rocky Mountain Subalpine-Upper Montane Grassland,NA,NA,NA,NA,NA,NA,NA
11400_10_19_D,11400_10_19,D,NA,Northern Rocky Mountain Subalpine-Upper Montane Grassland,NA,NA,NA,NA,NA,NA,NA
11400_10_19_E,11400_10_19,E,NA,Northern Rocky Mountain Subalpine-Upper Montane Grassland,NA,NA,NA,NA,NA,NA,NA
11400_10_19_Agriculture,11400_10_19,Agriculture,0,Northern Rocky Mountain Subalpine-Upper Montane Grassland,476,180,33,11400,19,258,12
11400_10_19_Developed,11400_10_19,Developed,0,Northern Rocky Mountain Subalpine-Upper Montane Grassland,476,120,1,11400,19,258,0
11400_10_19_Water,11400_10_19,Water,0,Northern Rocky Mountain Subalpine-Upper Montane Grassland,NA,NA,NA,NA,NA,NA,NA
11400_10_19_UN,11400_10_19,UN,0,Northern Rocky Mountain Subalpine-Upper Montane Grassland,441,6,372,11400,10,376,98
11400_10_19_UN,11400_10_19,UN,0,Northern Rocky Mountain Subalpine-Upper Montane Grassland,476,6,129,11400,19,258,50
11400_10_19_UE,11400_10_19,UE,0,Northern Rocky Mountain Subalpine-Upper Montane Grassland,476,7,3,11400,19,258,1
11430_9_19_21_28_A,11430_9_19_21_28,A,5,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11430_9_19_21_28_B,11430_9_19_21_28,B,95,Rocky Mountain Alpine Fell-Field,477,2,2,11430,19,2,100
11430_9_19_21_28_C,11430_9_19_21_28,C,NA,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11430_9_19_21_28_D,11430_9_19_21_28,D,NA,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11430_9_19_21_28_E,11430_9_19_21_28,E,NA,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11430_9_19_21_28_Agriculture,11430_9_19_21_28,Agriculture,0,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11430_9_19_21_28_Developed,11430_9_19_21_28,Developed,0,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11430_9_19_21_28_Water,11430_9_19_21_28,Water,0,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11430_9_19_21_28_UN,11430_9_19_21_28,UN,0,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11430_9_19_21_28_UE,11430_9_19_21_28,UE,0,Rocky Mountain Alpine Fell-Field,NA,NA,NA,NA,NA,NA,NA
11450_9_10_19_A,11450_9_10_19,A,5,Rocky Mountain Subalpine-Montane Mesic Meadow,443,1,1,11450,10,93,1
11450_9_10_19_A,11450_9_10_19,A,5,Rocky Mountain Subalpine-Montane Mesic Meadow,479,1,1971,11450,19,7598,25
11450_9_10_19_B,11450_9_10_19,B,47,Rocky Mountain Subalpine-Montane Mesic Meadow,479,2,9,11450,19,7598,0
11450_9_10_19_C,11450_9_10_19,C,48,Rocky Mountain Subalpine-Montane Mesic Meadow,443,3,90,11450,10,93,96
11450_9_10_19_C,11450_9_10_19,C,48,Rocky Mountain Subalpine-Montane Mesic Meadow,479,3,5213,11450,19,7598,68
11450_9_10_19_D,11450_9_10_19,D,NA,Rocky Mountain Subalpine-Montane Mesic Meadow,NA,NA,NA,NA,NA,NA,NA
11450_9_10_19_E,11450_9_10_19,E,NA,Rocky Mountain Subalpine-Montane Mesic Meadow,NA,NA,NA,NA,NA,NA,NA
11450_9_10_19_Agriculture,11450_9_10_19,Agriculture,0,Rocky Mountain Subalpine-Montane Mesic Meadow,479,180,146,11450,19,7598,1
11450_9_10_19_Developed,11450_9_10_19,Developed,0,Rocky Mountain Subalpine-Montane Mesic Meadow,479,120,9,11450,19,7598,0
11450_9_10_19_Water,11450_9_10_19,Water,0,Rocky Mountain Subalpine-Montane Mesic Meadow,NA,NA,NA,NA,NA,NA,NA
11450_9_10_19_UN,11450_9_10_19,UN,0,Rocky Mountain Subalpine-Montane Mesic Meadow,443,6,2,11450,10,93,2
11450_9_10_19_UN,11450_9_10_19,UN,0,Rocky Mountain Subalpine-Montane Mesic Meadow,479,6,69,11450,19,7598,0
11450_9_10_19_UE,11450_9_10_19,UE,0,Rocky Mountain Subalpine-Montane Mesic Meadow,479,7,181,11450,19,7598,2
11540_10_19_A,11540_10_19,A,48,Inter-Mountain Basins Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11540_10_19_B,11540_10_19,B,43,Inter-Mountain Basins Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11540_10_19_C,11540_10_19,C,9,Inter-Mountain Basins Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11540_10_19_D,11540_10_19,D,NA,Inter-Mountain Basins Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11540_10_19_E,11540_10_19,E,NA,Inter-Mountain Basins Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11540_10_19_Agriculture,11540_10_19,Agriculture,0,Inter-Mountain Basins Montane Riparian Systems,481,180,4,11540,19,8,50
11540_10_19_Developed,11540_10_19,Developed,0,Inter-Mountain Basins Montane Riparian Systems,481,120,4,11540,19,8,50
11540_10_19_Water,11540_10_19,Water,0,Inter-Mountain Basins Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11540_10_19_UN,11540_10_19,UN,0,Inter-Mountain Basins Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11540_10_19_UE,11540_10_19,UE,0,Inter-Mountain Basins Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11590_10_19_A,11590_10_19,A,28,Rocky Mountain Montane Riparian Systems,446,1,14630,11590,10,98742,14
11590_10_19_A,11590_10_19,A,28,Rocky Mountain Montane Riparian Systems,482,1,84293,11590,19,569568,14
11590_10_19_B,11590_10_19,B,52,Rocky Mountain Montane Riparian Systems,446,2,0,0,0,0,0
11590_10_19_B,11590_10_19,B,52,Rocky Mountain Montane Riparian Systems,482,2,0,0,0,0,0
11590_10_19_C,11590_10_19,C,20,Rocky Mountain Montane Riparian Systems,446,3,80863,11590,10,98742,81
11590_10_19_C,11590_10_19,C,20,Rocky Mountain Montane Riparian Systems,482,3,447265,11590,19,569568,78
11590_10_19_D,11590_10_19,D,NA,Rocky Mountain Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11590_10_19_E,11590_10_19,E,NA,Rocky Mountain Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11590_10_19_Agriculture,11590_10_19,Agriculture,0,Rocky Mountain Montane Riparian Systems,446,180,2107,11590,10,98742,2
11590_10_19_Agriculture,11590_10_19,Agriculture,0,Rocky Mountain Montane Riparian Systems,482,180,22879,11590,19,569568,4
11590_10_19_Developed,11590_10_19,Developed,0,Rocky Mountain Montane Riparian Systems,446,120,757,11590,10,98742,0
11590_10_19_Developed,11590_10_19,Developed,0,Rocky Mountain Montane Riparian Systems,482,120,9090,11590,19,569568,1
11590_10_19_Water,11590_10_19,Water,0,Rocky Mountain Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11590_10_19_UN,11590_10_19,UN,0,Rocky Mountain Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11590_10_19_UE,11590_10_19,UE,0,Rocky Mountain Montane Riparian Systems,446,7,313,11590,10,98742,0
11590_10_19_UE,11590_10_19,UE,0,Rocky Mountain Montane Riparian Systems,482,7,4139,11590,19,569568,0
11600_10_19_A,11600_10_19,A,49,Rocky Mountain Subalpine/Upper Montane Riparian Systems,447,1,1474,11600,10,4461,33
11600_10_19_A,11600_10_19,A,49,Rocky Mountain Subalpine/Upper Montane Riparian Systems,483,1,7802,11600,19,25701,30
11600_10_19_B,11600_10_19,B,51,Rocky Mountain Subalpine/Upper Montane Riparian Systems,447,2,2915,11600,10,4461,65
11600_10_19_B,11600_10_19,B,51,Rocky Mountain Subalpine/Upper Montane Riparian Systems,483,2,16917,11600,19,25701,65
11600_10_19_C,11600_10_19,C,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11600_10_19_D,11600_10_19,D,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11600_10_19_E,11600_10_19,E,NA,Rocky Mountain Subalpine/Upper Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11600_10_19_Agriculture,11600_10_19,Agriculture,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems,447,180,25,11600,10,4461,0
11600_10_19_Agriculture,11600_10_19,Agriculture,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems,483,180,313,11600,19,25701,1
11600_10_19_Developed,11600_10_19,Developed,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems,447,120,24,11600,10,4461,0
11600_10_19_Developed,11600_10_19,Developed,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems,483,120,1,11600,19,25701,0
11600_10_19_Water,11600_10_19,Water,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11600_10_19_UN,11600_10_19,UN,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems,NA,NA,NA,NA,NA,NA,NA
11600_10_19_UE,11600_10_19,UE,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems,447,7,22,11600,10,4461,0
11600_10_19_UE,11600_10_19,UE,0,Rocky Mountain Subalpine/Upper Montane Riparian Systems,483,7,26,11600,19,25701,0
11610_9_10_19_A,11610_9_10_19,A,10,Northern Rocky Mountain Conifer Swamp,448,1,939,11610,10,6821,13
11610_9_10_19_A,11610_9_10_19,A,10,Northern Rocky Mountain Conifer Swamp,484,1,3703,11610,19,28747,12
11610_9_10_19_B,11610_9_10_19,B,23,Northern Rocky Mountain Conifer Swamp,448,2,5851,11610,10,6821,85
11610_9_10_19_B,11610_9_10_19,B,23,Northern Rocky Mountain Conifer Swamp,484,2,23786,11610,19,28747,82
